latitude,longitude,place_type,avg_safe_time,inactivity_time,suspicious_movement,status
30.435159,79.771894,MovieHall,3.0,1.39,0,Safe
34.298566,76.487907,Hotel,6.0,5.77,1,Risk
13.739902,77.411708,Park,2.0,6.67,0,Risk
12.82617,88.771182,TrekkingTrail,1.0,8.57,1,Risk
28.175654,88.40897,Beach,2.0,6.33,1,Risk
15.771114,77.326007,Temple,1.5,8.18,0,Risk
20.945157,77.728152,Park,2.0,4.96,1,Risk
14.539772,89.097645,Temple,1.5,9.08,1,Risk
13.584563,78.241648,MovieHall,3.0,7.79,0,Risk
16.224011,92.005976,MovieHall,3.0,5.47,0,Safe
20.575741,84.917899,TrekkingTrail,1.0,7.04,1,Risk
14.114258,81.782709,Museum,2.5,5.12,1,Risk
24.2639,94.023153,Beach,2.0,7.89,0,Risk
25.465201,77.401604,Hotel,6.0,5.41,1,Risk
15.736771,94.941342,Temple,1.5,1.76,1,Risk
29.054687,70.96707,Museum,2.5,0.87,0,Safe
29.068754,91.606084,Park,2.0,2.73,1,Risk
30.083432,92.464687,TrekkingTrail,1.0,1.36,0,Safe
15.107173,90.748543,TrekkingTrail,1.0,6.58,0,Risk
13.430574,89.547321,Park,2.0,7.42,0,Risk
22.312645,85.370299,Market,1.0,9.51,0,Risk
27.930061,95.509483,MovieHall,3.0,4.41,1,Risk
29.546921,72.721339,Museum,2.5,6.45,1,Risk
30.536762,96.399323,Beach,2.0,9.45,0,Risk
25.988312,91.817439,Temple,1.5,2.72,0,Safe
34.441353,82.651426,Park,2.0,6.34,0,Risk
19.757588,91.967544,Beach,2.0,2.14,1,Risk
25.267866,73.725518,Beach,2.0,7.12,0,Risk
18.257992,75.701506,TrekkingTrail,1.0,4.1,0,Risk
28.737802,73.428109,TrekkingTrail,1.0,4.39,1,Risk
25.087291,88.317477,Hotel,6.0,2.06,1,Risk
31.606649,76.872431,Market,1.0,4.06,0,Risk
14.714528,87.404373,Temple,1.5,9.35,1,Risk
8.203952,92.801839,TrekkingTrail,1.0,1.7,0,Safe
26.888698,69.040628,Market,1.0,1.01,0,Safe
20.883035,70.927114,Park,2.0,2.17,1,Risk
29.492558,81.012435,Museum,2.5,4.82,1,Risk
22.797026,91.641298,Beach,2.0,6.23,1,Risk
18.41396,71.220633,MovieHall,3.0,7.04,0,Risk
10.010212,93.795776,MovieHall,3.0,1.67,0,Safe
22.448155,75.778277,Beach,2.0,9.5,1,Risk
8.202103,76.267603,TrekkingTrail,1.0,0.27,1,Risk
13.136218,75.666535,Beach,2.0,1.85,1,Risk
28.086397,70.333344,Park,2.0,2.93,0,Safe
30.438458,89.438624,Market,1.0,7.49,0,Risk
20.688872,79.815842,Hotel,6.0,2.75,1,Risk
31.45772,78.783401,Park,2.0,3.43,0,Safe
22.784256,91.884138,Hotel,6.0,3.3,0,Safe
22.80974,96.578077,Temple,1.5,5.49,1,Risk
15.210807,73.928631,Museum,2.5,1.17,1,Risk
11.597917,71.8076,Hotel,6.0,2.02,1,Risk
17.608473,88.804669,Museum,2.5,3.75,1,Risk
12.0248,94.443207,Beach,2.0,0.44,0,Safe
24.766132,70.120657,Temple,1.5,6.14,1,Risk
33.511204,84.728625,Market,1.0,2.29,0,Risk
25.662164,72.686267,MovieHall,3.0,0.41,1,Risk
28.934311,93.172077,MovieHall,3.0,8.93,1,Risk
35.018269,75.304488,Museum,2.5,1.08,1,Risk
36.308157,88.857857,Beach,2.0,1.3,0,Safe
9.1821,81.810142,Museum,2.5,6.58,1,Risk
27.529403,83.242829,TrekkingTrail,1.0,3.93,1,Risk
26.585691,87.950503,Temple,1.5,6.65,0,Risk
15.57168,93.834275,Market,1.0,6.67,0,Risk
9.957778,92.547028,Temple,1.5,3.31,1,Risk
36.993,86.31778,Market,1.0,2.31,1,Risk
10.614483,77.284853,TrekkingTrail,1.0,5.89,0,Risk
8.361226,70.451119,Hotel,6.0,8.77,1,Risk
35.782079,94.062598,Hotel,6.0,8.31,1,Risk
33.249689,69.588894,Beach,2.0,9.09,0,Risk
29.633324,91.244512,Beach,2.0,4.26,1,Risk
20.600262,81.188133,Market,1.0,0.43,0,Safe
19.22167,94.845291,Hotel,6.0,4.09,0,Safe
11.839355,90.999503,Market,1.0,9.33,0,Risk
25.97594,75.237116,Beach,2.0,8.5,0,Risk
34.817529,95.441957,Market,1.0,6.39,1,Risk
21.544714,91.771692,MovieHall,3.0,8.27,0,Risk
20.453471,74.323244,Museum,2.5,9.85,1,Risk
36.603691,93.971944,Park,2.0,1.17,1,Risk
10.595341,92.30447,TrekkingTrail,1.0,3.79,1,Risk
35.658862,93.195495,Museum,2.5,7.5,1,Risk
24.370348,91.75351,Temple,1.5,8.32,1,Risk
13.097991,77.851971,Temple,1.5,2.4,1,Risk
25.799172,81.309176,TrekkingTrail,1.0,5.59,1,Risk
8.557783,92.208932,MovieHall,3.0,1.01,0,Safe
28.232437,79.094505,Market,1.0,6.92,1,Risk
32.990961,93.419732,MovieHall,3.0,5.97,0,Safe
12.514538,92.647251,Museum,2.5,0.25,0,Safe
35.432173,72.31421,Park,2.0,3.11,0,Safe
14.485661,84.906312,MovieHall,3.0,3.95,0,Safe
34.932205,92.813892,Market,1.0,6.36,0,Risk
32.026848,87.376356,Beach,2.0,3.43,0,Safe
21.627386,90.161408,Temple,1.5,4.95,0,Risk
31.32409,71.890987,Temple,1.5,9.27,0,Risk
16.091795,75.468741,Museum,2.5,8.62,0,Risk
16.890636,95.115592,Museum,2.5,9.58,0,Risk
19.00056,80.755944,TrekkingTrail,1.0,5.58,1,Risk
12.38067,75.370666,Hotel,6.0,3.34,1,Risk
34.939319,93.649052,Park,2.0,7.52,0,Risk
29.565993,69.962064,Museum,2.5,8.11,0,Risk
21.173104,91.751752,Temple,1.5,5.5,1,Risk
20.263464,94.89644,Museum,2.5,8.12,0,Risk
25.602538,78.514223,TrekkingTrail,1.0,0.61,0,Safe
22.480693,95.179549,TrekkingTrail,1.0,7.29,1,Risk
14.540113,94.379694,Museum,2.5,5.38,1,Risk
20.935568,87.188299,Park,2.0,2.09,0,Safe
13.520709,84.296944,MovieHall,3.0,5.23,1,Risk
32.202987,77.600959,Hotel,6.0,1.86,0,Safe
19.701906,69.003803,Beach,2.0,3.48,0,Safe
22.866055,87.851609,TrekkingTrail,1.0,6.33,1,Risk
13.521626,89.259066,Market,1.0,5.77,0,Risk
12.44039,70.286776,MovieHall,3.0,9.3,1,Risk
30.953663,68.045446,Park,2.0,4.17,1,Risk
30.360938,82.053984,Museum,2.5,9.35,1,Risk
19.15396,82.73308,Temple,1.5,8.34,0,Risk
9.804042,88.362781,Hotel,6.0,2.0,1,Risk
23.275473,75.6439,Museum,2.5,3.52,0,Safe
24.847482,92.833723,Hotel,6.0,7.55,0,Safe
21.187273,82.981765,Museum,2.5,5.46,1,Risk
30.033699,68.788329,Market,1.0,8.64,1,Risk
32.450362,85.664849,Hotel,6.0,7.13,1,Risk
22.330128,68.963963,Hotel,6.0,4.22,0,Safe
18.894085,92.753448,Hotel,6.0,4.72,0,Safe
33.151976,70.879306,Temple,1.5,2.13,0,Safe
11.249583,83.403926,Park,2.0,7.2,0,Risk
21.120729,90.819928,MovieHall,3.0,7.32,1,Risk
30.086436,74.31161,Park,2.0,8.3,0,Risk
23.300724,93.757333,Hotel,6.0,8.05,1,Risk
27.832913,96.773748,Hotel,6.0,0.8,0,Safe
29.097953,78.290473,TrekkingTrail,1.0,1.58,0,Safe
8.553069,81.146243,Park,2.0,7.65,0,Risk
17.71624,90.731247,Museum,2.5,6.26,0,Risk
33.806662,86.949666,MovieHall,3.0,2.13,0,Safe
12.673737,87.571936,Park,2.0,4.97,0,Risk
33.751179,93.7602,TrekkingTrail,1.0,7.44,0,Risk
20.503347,72.192466,Museum,2.5,0.71,0,Safe
34.604429,80.292227,Park,2.0,4.74,1,Risk
23.043206,81.997778,Park,2.0,4.2,0,Risk
35.907722,71.041149,Hotel,6.0,9.53,1,Risk
32.572596,70.00469,Hotel,6.0,2.42,1,Risk
13.553084,71.276883,Museum,2.5,2.63,1,Risk
12.374973,77.907693,TrekkingTrail,1.0,7.4,1,Risk
34.823609,75.058055,MovieHall,3.0,1.07,0,Safe
31.911671,75.218091,TrekkingTrail,1.0,9.65,1,Risk
16.521813,80.28085,Beach,2.0,0.2,0,Safe
31.58607,76.41784,Hotel,6.0,4.84,1,Risk
25.456656,69.981579,MovieHall,3.0,8.52,1,Risk
29.696273,81.315115,Hotel,6.0,8.79,0,Safe
15.052977,86.85023,Beach,2.0,9.19,1,Risk
29.764468,89.012769,Beach,2.0,9.57,0,Risk
26.229477,68.424043,MovieHall,3.0,8.53,0,Risk
14.727381,68.625871,Park,2.0,0.94,1,Risk
17.390693,75.190272,Hotel,6.0,9.37,0,Safe
31.360696,76.642152,Hotel,6.0,7.16,1,Risk
25.0912,82.434605,Beach,2.0,7.8,0,Risk
31.99957,84.711111,Market,1.0,5.16,0,Risk
35.308968,86.780023,TrekkingTrail,1.0,3.72,1,Risk
14.078986,74.059718,Hotel,6.0,0.68,0,Safe
14.157388,89.328392,MovieHall,3.0,2.48,1,Risk
14.627982,81.537962,TrekkingTrail,1.0,3.06,0,Risk
15.34266,82.799433,Museum,2.5,7.74,1,Risk
36.874,94.067051,Hotel,6.0,6.91,0,Safe
17.656163,83.130088,Hotel,6.0,5.32,1,Risk
10.638707,75.481474,Museum,2.5,4.83,1,Risk
25.433254,88.187603,Temple,1.5,4.12,1,Risk
36.286743,71.488923,MovieHall,3.0,7.92,1,Risk
9.356507,93.635184,Beach,2.0,6.13,1,Risk
8.08772,83.702058,Market,1.0,7.43,0,Risk
21.230282,92.332962,Park,2.0,2.95,0,Safe
14.498597,71.932125,MovieHall,3.0,7.07,1,Risk
19.979654,86.083045,Temple,1.5,9.14,1,Risk
13.922417,81.03272,Beach,2.0,1.65,0,Safe
36.814347,91.570917,Beach,2.0,7.92,1,Risk
14.914484,71.857783,Hotel,6.0,4.97,0,Safe
23.39372,89.200452,Hotel,6.0,8.74,0,Safe
24.493623,71.24456,Hotel,6.0,2.71,1,Risk
20.154209,83.795501,Hotel,6.0,2.82,1,Risk
34.621361,77.808841,Museum,2.5,3.27,1,Risk
21.199087,88.007153,MovieHall,3.0,0.36,0,Safe
34.486346,73.583621,TrekkingTrail,1.0,0.46,0,Safe
11.808128,84.303994,Park,2.0,0.94,1,Risk
19.356366,73.583412,Beach,2.0,3.85,0,Safe
28.811782,88.432599,MovieHall,3.0,4.6,0,Safe
30.45714,92.870306,Park,2.0,7.9,0,Risk
18.453696,77.52662,Temple,1.5,8.02,1,Risk
20.527135,87.307409,Museum,2.5,5.57,1,Risk
28.863608,70.099754,MovieHall,3.0,4.51,1,Risk
21.355405,85.890885,TrekkingTrail,1.0,3.74,1,Risk
28.624096,75.404586,Temple,1.5,5.86,1,Risk
16.913076,88.381682,Market,1.0,1.48,0,Safe
19.835948,84.90791,MovieHall,3.0,8.99,1,Risk
23.755754,80.646693,TrekkingTrail,1.0,0.39,0,Safe
25.244453,79.73622,Hotel,6.0,6.59,1,Risk
8.260764,96.784684,TrekkingTrail,1.0,4.55,0,Risk
10.630273,93.370092,Hotel,6.0,3.31,0,Safe
34.336952,76.91351,Hotel,6.0,8.57,0,Safe
14.927795,72.237669,Hotel,6.0,3.42,1,Risk
30.182921,95.705468,Temple,1.5,3.51,0,Risk
13.008039,72.268779,Museum,2.5,7.13,1,Risk
11.987275,90.36626,Market,1.0,1.28,0,Safe
21.424722,79.730854,Hotel,6.0,9.01,1,Risk
29.528156,95.033418,Hotel,6.0,4.83,1,Risk
36.935275,86.692215,Park,2.0,8.03,0,Risk
19.50978,86.47102,MovieHall,3.0,2.86,1,Risk
18.49735,79.421521,Hotel,6.0,7.12,0,Safe
25.905811,95.43051,Temple,1.5,8.03,0,Risk
18.681199,71.302044,Beach,2.0,9.27,1,Risk
18.486753,83.006346,Market,1.0,4.56,0,Risk
17.621573,88.679021,Park,2.0,6.79,0,Risk
35.920882,69.63362,Hotel,6.0,1.16,1,Risk
12.701801,68.706999,Park,2.0,6.28,1,Risk
12.575867,92.172098,Market,1.0,6.85,0,Risk
16.912998,82.517635,Market,1.0,9.08,0,Risk
16.291341,86.651602,Hotel,6.0,1.73,0,Safe
12.638155,87.991664,Hotel,6.0,2.12,0,Safe
19.533219,90.591269,MovieHall,3.0,5.04,0,Safe
11.510378,70.794272,Market,1.0,0.99,0,Safe
21.089636,72.997449,Park,2.0,5.81,0,Risk
25.491096,73.277086,Beach,2.0,3.63,0,Safe
17.407219,71.137402,Museum,2.5,0.78,1,Risk
18.427964,82.798464,Market,1.0,0.92,0,Safe
35.527159,89.723233,Market,1.0,3.38,0,Risk
24.499929,70.714611,Temple,1.5,8.55,1,Risk
36.911664,94.812659,Beach,2.0,4.09,0,Risk
17.227008,73.473727,Temple,1.5,3.95,0,Risk
19.21532,68.474841,Hotel,6.0,0.24,1,Risk
20.484834,78.841249,MovieHall,3.0,2.48,0,Safe
15.304382,85.634324,Market,1.0,3.37,0,Risk
18.551201,89.442529,MovieHall,3.0,0.27,0,Safe
17.220494,85.043381,TrekkingTrail,1.0,8.67,0,Risk
15.517726,69.542126,Temple,1.5,3.19,0,Risk
27.383217,85.143101,MovieHall,3.0,2.41,0,Safe
22.789628,79.714486,Park,2.0,8.61,1,Risk
15.318412,89.53973,Temple,1.5,7.92,0,Risk
25.326922,93.275154,Beach,2.0,8.01,0,Risk
28.704296,80.929588,TrekkingTrail,1.0,3.57,1,Risk
31.714434,81.758519,TrekkingTrail,1.0,9.85,0,Risk
18.059628,73.828618,Market,1.0,7.6,1,Risk
12.674529,91.72522,Market,1.0,9.29,0,Risk
13.340251,94.197664,Park,2.0,0.52,1,Risk
36.441984,86.360021,Temple,1.5,2.08,1,Risk
11.718128,84.879417,MovieHall,3.0,1.67,1,Risk
35.619023,93.206708,Beach,2.0,8.51,1,Risk
31.500725,96.121203,MovieHall,3.0,8.41,0,Risk
26.722165,77.858243,Market,1.0,1.34,1,Risk
13.82415,73.848788,TrekkingTrail,1.0,9.01,0,Risk
30.549458,89.173493,MovieHall,3.0,5.78,1,Risk
16.132864,92.969671,Park,2.0,8.34,1,Risk
33.208375,92.455472,TrekkingTrail,1.0,2.77,1,Risk
9.782914,91.66367,Beach,2.0,4.99,0,Risk
28.316854,73.417735,TrekkingTrail,1.0,5.35,0,Risk
15.811536,86.454254,Park,2.0,7.76,0,Risk
25.667555,78.898081,Museum,2.5,0.65,0,Safe
12.65478,87.520021,Museum,2.5,7.43,0,Risk
8.102701,85.090706,Temple,1.5,5.43,0,Risk
11.646086,78.053097,Hotel,6.0,8.47,1,Risk
22.105751,79.96925,Museum,2.5,3.09,0,Safe
15.901735,90.131003,Beach,2.0,5.0,0,Risk
18.750309,75.250446,Market,1.0,7.18,1,Risk
27.248267,90.38888,Museum,2.5,6.14,0,Risk
19.054425,74.610386,Temple,1.5,7.21,1,Risk
27.063142,86.118779,Market,1.0,1.64,1,Risk
34.404149,82.001784,Museum,2.5,3.43,1,Risk
24.78499,94.251951,Hotel,6.0,8.23,0,Safe
8.756539,96.827504,Market,1.0,0.88,1,Risk
35.965405,83.097409,Market,1.0,2.57,1,Risk
13.955166,83.201871,TrekkingTrail,1.0,5.65,1,Risk
25.628691,90.67746,MovieHall,3.0,8.47,0,Risk
34.099615,85.731893,Hotel,6.0,2.85,0,Safe
26.699112,85.784782,MovieHall,3.0,5.02,0,Safe
34.568443,96.349264,Hotel,6.0,8.26,0,Safe
13.17902,82.150145,Temple,1.5,9.12,1,Risk
26.980245,69.269958,Park,2.0,7.17,1,Risk
12.855113,75.712634,Hotel,6.0,2.94,0,Safe
30.0541,81.294686,Market,1.0,3.41,0,Risk
15.962393,95.642886,Park,2.0,1.77,1,Risk
8.153203,82.11592,Beach,2.0,0.97,0,Safe
33.032458,90.658425,Hotel,6.0,4.63,1,Risk
19.15306,82.849308,Temple,1.5,7.45,0,Risk
11.381698,71.26292,Park,2.0,9.4,0,Risk
22.796473,68.88379,MovieHall,3.0,6.95,0,Risk
28.115071,79.355944,Market,1.0,7.51,0,Risk
35.166546,81.257653,Hotel,6.0,9.78,0,Safe
25.276063,95.068787,Market,1.0,3.87,0,Risk
30.560675,82.425841,Park,2.0,9.8,1,Risk
18.293707,69.628116,Park,2.0,1.33,1,Risk
17.959024,72.581223,MovieHall,3.0,0.26,1,Risk
11.030226,74.325352,Beach,2.0,9.66,0,Risk
29.66812,83.670065,MovieHall,3.0,7.15,1,Risk
14.1438,73.123511,Market,1.0,2.15,0,Risk
9.759218,95.514387,Park,2.0,9.15,0,Risk
10.551709,94.981515,Market,1.0,3.28,0,Risk
16.657464,95.73296,Beach,2.0,7.72,1,Risk
29.337249,95.866242,TrekkingTrail,1.0,3.31,0,Risk
10.172105,71.660801,Museum,2.5,9.56,0,Risk
11.439871,79.182182,Museum,2.5,9.66,1,Risk
22.156794,74.553233,Park,2.0,1.88,0,Safe
19.084581,93.832304,TrekkingTrail,1.0,6.06,1,Risk
17.470392,84.570171,TrekkingTrail,1.0,9.05,0,Risk
30.421499,94.548388,Park,2.0,2.16,1,Risk
22.490322,96.737118,Hotel,6.0,3.39,0,Safe
12.305342,69.027052,MovieHall,3.0,3.49,0,Safe
23.793436,90.583273,Beach,2.0,3.16,0,Safe
16.112401,91.657974,Market,1.0,8.55,1,Risk
12.218843,81.41696,Hotel,6.0,1.58,0,Safe
31.668471,89.5828,Park,2.0,3.26,1,Risk
28.221301,85.424837,Museum,2.5,5.96,1,Risk
26.611412,96.115382,Park,2.0,5.83,0,Risk
20.045289,86.906771,Market,1.0,9.96,0,Risk
10.420104,80.097803,Market,1.0,0.75,1,Risk
20.175265,68.055354,Beach,2.0,1.15,0,Safe
26.334317,75.780712,Park,2.0,4.89,1,Risk
13.973538,92.951949,Park,2.0,6.28,1,Risk
34.731264,82.921847,Market,1.0,3.78,0,Risk
19.084851,95.035216,Hotel,6.0,0.45,0,Safe
17.226872,75.374761,Temple,1.5,3.87,0,Risk
16.757445,91.428851,Park,2.0,3.12,1,Risk
16.478715,68.218763,Market,1.0,8.68,1,Risk
22.75255,89.844693,MovieHall,3.0,4.37,1,Risk
9.637091,84.012092,TrekkingTrail,1.0,5.2,0,Risk
17.369358,69.419067,MovieHall,3.0,4.64,0,Safe
14.161841,88.256732,Temple,1.5,7.88,1,Risk
32.877422,84.291034,Park,2.0,6.47,0,Risk
24.752671,88.270468,Temple,1.5,0.42,1,Risk
23.19422,74.858302,Beach,2.0,7.54,0,Risk
31.290227,69.920897,Temple,1.5,4.98,1,Risk
34.448032,74.894235,Hotel,6.0,8.19,0,Safe
26.942116,95.258798,Museum,2.5,9.31,1,Risk
30.820674,79.375594,Temple,1.5,1.57,0,Safe
8.051903,83.562782,TrekkingTrail,1.0,1.16,1,Risk
22.929215,96.792682,Temple,1.5,5.97,1,Risk
10.760464,77.697418,MovieHall,3.0,4.7,0,Safe
8.096538,76.012605,Temple,1.5,7.66,1,Risk
19.669743,95.577185,Temple,1.5,8.02,0,Risk
8.527528,78.528167,Park,2.0,4.09,1,Risk
8.647537,93.645183,Market,1.0,5.39,1,Risk
22.251701,85.336714,Museum,2.5,5.78,0,Risk
23.182037,93.924975,Temple,1.5,5.08,0,Risk
19.488091,89.709862,Park,2.0,7.78,1,Risk
9.509613,92.105768,Beach,2.0,5.35,0,Risk
28.327004,95.394114,Hotel,6.0,0.39,0,Safe
18.059211,86.286862,TrekkingTrail,1.0,1.23,0,Safe
23.294423,87.568711,Temple,1.5,4.48,0,Risk
35.562207,70.018307,Temple,1.5,9.26,1,Risk
17.009749,89.185867,Museum,2.5,4.52,1,Risk
15.448824,73.404343,Park,2.0,1.8,0,Safe
9.251575,76.732941,Museum,2.5,4.85,0,Safe
28.322799,96.404707,Temple,1.5,2.77,1,Risk
35.129048,85.248511,Museum,2.5,7.61,1,Risk
8.796167,90.070838,Market,1.0,6.59,1,Risk
13.569442,83.978262,Park,2.0,3.76,1,Risk
31.526759,95.092893,MovieHall,3.0,2.86,0,Safe
9.621561,73.962313,Park,2.0,2.93,0,Safe
25.396482,74.836247,Park,2.0,0.7,1,Risk
34.300582,70.975812,TrekkingTrail,1.0,3.09,0,Risk
32.268191,74.684848,TrekkingTrail,1.0,6.56,0,Risk
19.216845,84.521444,Museum,2.5,6.68,1,Risk
35.439864,92.856896,Beach,2.0,4.77,0,Risk
13.614352,92.197017,Market,1.0,4.48,0,Risk
17.939309,79.419301,MovieHall,3.0,6.44,0,Risk
24.373612,92.716626,MovieHall,3.0,8.29,1,Risk
8.778932,71.055736,TrekkingTrail,1.0,5.88,0,Risk
23.842064,74.744491,TrekkingTrail,1.0,0.74,0,Safe
11.159708,86.906186,MovieHall,3.0,7.16,1,Risk
35.407017,78.866356,Park,2.0,9.02,0,Risk
26.684732,73.73434,Temple,1.5,5.84,1,Risk
28.608132,94.912197,TrekkingTrail,1.0,1.32,1,Risk
33.939636,92.824545,Museum,2.5,1.58,1,Risk
11.316965,75.908187,Temple,1.5,2.42,0,Safe
25.599277,87.535998,MovieHall,3.0,8.31,0,Risk
23.83051,77.820471,TrekkingTrail,1.0,9.68,1,Risk
15.204798,88.812517,Park,2.0,8.35,1,Risk
26.872675,76.32283,Museum,2.5,9.51,1,Risk
25.140927,72.758304,Museum,2.5,0.22,0,Safe
35.909345,94.016146,Park,2.0,4.2,1,Risk
29.418686,83.246012,Museum,2.5,7.63,1,Risk
8.170542,76.559352,Market,1.0,8.15,1,Risk
24.873371,92.171483,Hotel,6.0,5.05,0,Safe
21.130525,79.646937,Museum,2.5,8.3,0,Risk
14.428146,74.658779,MovieHall,3.0,1.05,1,Risk
22.243367,78.89413,Temple,1.5,5.59,0,Risk
26.909372,71.315102,Market,1.0,5.07,1,Risk
30.630884,88.912866,Temple,1.5,6.94,0,Risk
30.150212,76.160477,TrekkingTrail,1.0,7.13,0,Risk
11.731542,90.596023,Beach,2.0,7.93,0,Risk
33.801191,88.363396,Beach,2.0,9.5,1,Risk
23.298149,73.426768,Beach,2.0,1.14,1,Risk
31.67005,87.756849,Hotel,6.0,5.04,1,Risk
19.501526,79.315841,Hotel,6.0,0.97,0,Safe
30.807997,94.777218,Beach,2.0,5.69,1,Risk
35.306026,72.458584,Hotel,6.0,2.28,1,Risk
20.733012,72.468856,TrekkingTrail,1.0,6.54,1,Risk
36.393249,72.387783,Hotel,6.0,6.55,1,Risk
14.922519,84.756464,Museum,2.5,3.59,0,Safe
32.652966,85.986612,Market,1.0,6.76,0,Risk
23.804198,78.788908,Museum,2.5,1.6,1,Risk
28.164926,79.904826,Beach,2.0,6.85,0,Risk
33.768807,70.514698,Park,2.0,6.1,0,Risk
31.77451,96.223882,Hotel,6.0,0.38,1,Risk
9.440526,72.164813,Temple,1.5,9.56,1,Risk
23.068349,86.015361,Market,1.0,4.75,0,Risk
10.575306,68.153866,MovieHall,3.0,3.98,1,Risk
25.811358,76.100139,TrekkingTrail,1.0,4.25,0,Risk
12.475584,77.421982,Beach,2.0,4.6,1,Risk
17.015611,79.972279,Park,2.0,4.39,1,Risk
36.644919,70.120207,Beach,2.0,7.87,0,Risk
26.392593,88.769535,Temple,1.5,0.65,1,Risk
19.412865,82.98449,Beach,2.0,9.17,0,Risk
25.636579,78.008704,Beach,2.0,7.76,0,Risk
33.470111,71.93043,MovieHall,3.0,2.5,1,Risk
20.00318,93.132906,Park,2.0,6.56,1,Risk
34.590544,73.056153,Museum,2.5,0.81,1,Risk
32.478912,76.342616,Museum,2.5,8.91,1,Risk
23.332921,71.190493,TrekkingTrail,1.0,9.27,0,Risk
18.608058,71.781558,Museum,2.5,7.5,1,Risk
16.002777,82.810609,MovieHall,3.0,8.53,1,Risk
29.678146,71.616723,Beach,2.0,1.74,1,Risk
34.815944,83.907564,Hotel,6.0,9.27,0,Safe
35.923078,72.362062,Market,1.0,7.92,1,Risk
12.886164,69.834418,Hotel,6.0,5.79,1,Risk
32.372356,78.276969,MovieHall,3.0,1.73,0,Safe
17.044422,72.549148,Museum,2.5,5.14,0,Risk
19.749449,86.103938,Museum,2.5,2.94,0,Safe
10.934568,94.310361,Temple,1.5,7.4,0,Risk
28.384408,84.494523,MovieHall,3.0,8.82,0,Risk
26.51318,92.997017,TrekkingTrail,1.0,0.25,0,Safe
14.01142,73.517023,Museum,2.5,0.66,1,Risk
21.508571,96.269331,Museum,2.5,5.83,1,Risk
26.939202,73.10532,MovieHall,3.0,5.46,1,Risk
32.869189,87.693109,TrekkingTrail,1.0,5.98,1,Risk
20.451721,85.501043,Park,2.0,1.01,1,Risk
36.984718,86.162318,TrekkingTrail,1.0,9.88,0,Risk
33.561604,91.50379,Hotel,6.0,7.4,0,Safe
15.034906,78.387093,Beach,2.0,8.22,1,Risk
11.933757,80.08555,Museum,2.5,7.53,1,Risk
36.128872,78.225863,TrekkingTrail,1.0,0.28,0,Safe
28.900313,79.447881,Museum,2.5,5.08,1,Risk
14.25826,96.806855,Temple,1.5,8.12,1,Risk
21.788319,83.951599,Market,1.0,7.86,0,Risk
26.308159,78.356956,Hotel,6.0,9.93,0,Safe
36.69022,70.199999,MovieHall,3.0,9.76,0,Risk
35.307913,75.040316,Park,2.0,9.42,1,Risk
33.650141,85.692839,Hotel,6.0,7.58,1,Risk
32.011037,90.504231,TrekkingTrail,1.0,5.64,1,Risk
36.498627,68.316554,Hotel,6.0,6.61,0,Safe
14.803621,76.330749,Park,2.0,8.66,0,Risk
18.07109,78.377751,MovieHall,3.0,2.61,0,Safe
10.851631,96.860036,MovieHall,3.0,2.07,0,Safe
19.18474,73.3888,TrekkingTrail,1.0,7.44,1,Risk
32.617616,87.665417,Market,1.0,5.06,0,Risk
23.13568,85.299085,MovieHall,3.0,8.91,1,Risk
12.627791,92.623065,Hotel,6.0,9.02,0,Safe
27.512731,90.238939,Park,2.0,9.95,0,Risk
8.076546,81.033439,Market,1.0,8.2,0,Risk
14.511494,91.433138,Beach,2.0,8.8,1,Risk
8.293739,93.379268,MovieHall,3.0,3.5,0,Safe
35.537134,75.781445,MovieHall,3.0,2.44,1,Risk
9.109863,86.33756,MovieHall,3.0,2.8,1,Risk
21.617007,77.544082,MovieHall,3.0,5.24,0,Safe
29.177024,95.148514,Market,1.0,0.47,0,Safe
17.875417,79.601588,Temple,1.5,9.02,0,Risk
8.753991,71.579347,Museum,2.5,6.0,0,Risk
36.521327,90.735505,Beach,2.0,8.17,0,Risk
10.962528,92.398427,Hotel,6.0,8.92,0,Safe
13.946332,73.975841,Park,2.0,0.49,0,Safe
8.60331,82.320146,Temple,1.5,6.49,1,Risk
33.566406,91.014347,Park,2.0,0.77,1,Risk
15.007856,68.238479,Park,2.0,9.04,0,Risk
27.748085,71.081601,TrekkingTrail,1.0,5.39,1,Risk
13.513815,77.217103,Park,2.0,9.84,1,Risk
22.914708,71.054066,Temple,1.5,2.52,1,Risk
9.298187,72.490367,Hotel,6.0,2.36,0,Safe
20.880994,86.999816,Museum,2.5,4.14,1,Risk
27.626211,77.103344,MovieHall,3.0,7.62,0,Risk
29.341236,96.354785,Hotel,6.0,3.94,0,Safe
13.806721,89.620224,TrekkingTrail,1.0,6.0,1,Risk
12.548006,72.520183,Museum,2.5,8.9,0,Risk
26.116414,87.094618,Hotel,6.0,5.52,1,Risk
8.032472,89.041964,Museum,2.5,1.94,0,Safe
29.292504,68.92682,TrekkingTrail,1.0,1.54,0,Safe
18.032075,79.436107,MovieHall,3.0,6.03,1,Risk
36.817323,72.485477,Museum,2.5,7.79,1,Risk
19.732097,78.071923,Museum,2.5,1.19,0,Safe
31.502586,74.965829,Museum,2.5,8.06,1,Risk
12.37933,88.273944,Temple,1.5,8.55,0,Risk
35.716535,93.023966,Temple,1.5,0.58,1,Risk
